Inputs stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
8;8;8;0;0;1.0;1.0;1.0

True positive
Name;inputtype;variablecategory;datatype;len;max;min;default;unit;uri
LagCoefficient;OK;OK;OK;OK;OK;OK;OK;OK;WRONG
SoilProfileDepth;WRONG;WRONG;OK;OK;OK;OK;OK;OK;WRONG
SurfaceSoilTemperature;OK;WRONG;OK;OK;OK;OK;OK;OK;WRONG
AirTemperatureAnnualAverage;WRONG;WRONG;OK;OK;OK;OK;OK;OK;WRONG
SoilTemperatureByLayers;OK;OK;OK;WRONG;OK;OK;OK;OK;WRONG
BulkDensity;WRONG;WRONG;OK;WRONG;OK;OK;OK;OK;WRONG
VolumetricWaterContent;OK;WRONG;OK;WRONG;OK;OK;OK;OK;WRONG
LayerThickness;WRONG;WRONG;OK;WRONG;OK;OK;OK;OK;WRONG

False positive
Name;inputtype;variablecategory;datatype

False negative
Name;inputtype;variablecategory;datatype


Outputs stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
1;1;1;0;0;1.0;1.0;1.0

True positive
Name;inputtype;variablecategory;datatype;len;max;min;default;unit;uri
SoilTemperatureByLayers;OK;OK;OK;WRONG;OK;OK;OK;OK;WRONG

False positive
Name;inputtype;variablecategory;datatype

False negative
Name;inputtype;variablecategory;datatype


Functions stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
0;2;0;2;0;0.0;0;0

True positive
Name

False positive
Name
Init
Estimate

False negative
Name

