Inputs stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
7;7;7;0;0;1.0;1.0;1.0

True positive
Name;inputtype;variablecategory;datatype;len;max;min;default;unit;uri
meanAnnualAirTemp;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
deepLayerT;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
maxTAir;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
meanTAir;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
minTAir;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
heatFlux;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG
lambda_;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG

False positive
Name;inputtype;variablecategory;datatype

False negative
Name;inputtype;variablecategory;datatype


Outputs stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
3;1;1;0;2;1.0;0.3333333333333333;0.5

True positive
Name;inputtype;variablecategory;datatype;len;max;min;default;unit;uri
deepLayerT;OK;OK;OK;OK;WRONG;WRONG;OK;WRONG;WRONG

False positive
Name;inputtype;variablecategory;datatype

False negative
Name;inputtype;variablecategory;datatype
minTSoil;;state;DOUBLE
maxTSoil;;state;DOUBLE


Functions stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
3;5;3;2;0;0.6;1.0;0.7499999999999999

True positive
Name
SoilMinimumTemperature
SoilMaximumTemperature
UpdateTemperature

False positive
Name
SoilTempA
SoilTempB

False negative
Name

