Inputs stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
3;3;3;0;0;1.0;1.0;1.0

True positive
Name;inputtype;variablecategory;datatype;len;max;min;default;unit;uri
evapoTranspirationPriestlyTaylor;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
evapoTranspirationPenman;OK;OK;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG
isWindVpDefined;OK;OK;OK;OK;OK;OK;OK;WRONG;WRONG

False positive
Name;inputtype;variablecategory;datatype

False negative
Name;inputtype;variablecategory;datatype


Outputs stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
1;1;1;0;0;1.0;1.0;1.0

True positive
Name;inputtype;variablecategory;datatype;len;max;min;default;unit;uri
evapoTranspiration;OK;WRONG;OK;OK;WRONG;WRONG;OK;WRONG;WRONG

False positive
Name;inputtype;variablecategory;datatype

False negative
Name;inputtype;variablecategory;datatype


Functions stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
0;2;0;2;0;0.0;0;0

True positive
Name

False positive
Name
Estimate
CalculateModel

False negative
Name

