Inputs stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
6;6;6;0;0;1.0;1.0;1.0

True positive
Name;inputtype;variablecategory;datatype;len;max;min;default;unit;uri
temp_amp;OK;WRONG;OK;OK;WRONG;WRONG;WRONG;OK;WRONG
prev_temp_profile;OK;OK;WRONG;WRONG;WRONG;WRONG;WRONG;OK;WRONG
prev_canopy_temp;OK;WRONG;OK;OK;WRONG;WRONG;WRONG;OK;WRONG
min_air_temp;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG
air_temp_day1;WRONG;WRONG;OK;OK;WRONG;WRONG;WRONG;OK;WRONG
layer_thick;OK;OK;OK;OK;WRONG;WRONG;WRONG;OK;WRONG

False positive
Name;inputtype;variablecategory;datatype

False negative
Name;inputtype;variablecategory;datatype


Outputs stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
1;1;1;0;0;1.0;1.0;1.0

True positive
Name;inputtype;variablecategory;datatype;len;max;min;default;unit;uri
temp_profile;OK;OK;WRONG;WRONG;WRONG;WRONG;OK;OK;WRONG

False positive
Name;inputtype;variablecategory;datatype

False negative
Name;inputtype;variablecategory;datatype


Functions stats
Crop2ML-generated;AI-generated;True positive;False positive;False negative;Precision;Recall;F1-Score
0;1;0;1;0;0.0;0;0

True positive
Name

False positive
Name
init_temp_profile

False negative
Name

